,accommodates,bathrooms,bedrooms,price,cleaning_fee,security_deposit,extra_people,guests_included,distance,size,host_is_superhost,latitude,longitude,minimum_nights,instant_bookable,is_business_travel_ready,tv,wifi,kitchen,washer,dryer,heating,free_parking,smoking_allowed,property_type,neighbourhood,room_type,cancellation_policy,bed_type
5226,4,1.0,2,40.0,0.0,0.0,10.0,1,10.709818372318486,80.0,False,52.454716520878804,13.521292891641489,4,False,False,True,True,True,True,False,True,True,True,1,7,1,2,0
5227,3,1.0,1,19.0,0.0,500.0,13.0,1,4.668673527830209,49.082823792389384,False,52.491965441108505,13.45635000643483,73,False,False,False,True,True,True,False,False,True,False,1,7,0,0,0
5228,1,1.0,1,40.0,0.0,100.0,15.0,1,7.789012775814661,50.84309893733571,False,52.505990316311255,13.29222477384644,1,False,False,False,True,True,True,True,True,True,False,1,4,0,1,0
5229,3,1.0,2,39.0,0.0,500.0,0.0,1,3.968680041164359,49.47382110113558,False,52.487704783947116,13.429962108937366,1,False,False,True,True,True,True,False,True,False,False,1,3,0,2,0
5230,4,1.0,1,50.0,0.0,120.0,0.0,1,3.09022513298106,53.60572144551997,False,52.543130624694776,13.430323727098749,5,False,False,False,True,True,True,False,True,True,True,1,2,1,1,0
5231,2,1.0,1,48.0,12.0,0.0,0.0,1,1.2197429222560507,50.02699767769344,False,52.515078935583524,13.421110619179888,3,False,False,False,True,True,True,True,True,False,False,1,1,0,1,0
5232,3,1.0,1,33.0,40.0,250.0,10.0,2,12.38347437250834,55.76602837219228,False,52.509116648651066,13.587125183781572,62,False,False,True,False,True,True,True,True,False,False,1,10,1,0,0
5233,2,1.0,1,24.0,0.0,0.0,10.0,1,2.563694172580944,45.366978014762275,False,52.50128838129752,13.427132583532348,2,False,False,False,False,True,True,False,True,False,True,0,0,0,1,0
5234,1,1.0,1,26.0,8.0,0.0,28.0,1,5.925045287292056,53.15298943797834,True,52.47904651524134,13.349001894997187,2,False,False,False,True,True,False,True,True,False,True,1,5,0,2,1
5235,1,1.0,1,20.0,0.0,0.0,0.0,1,4.6712546227151375,37.3538942817685,False,52.524359158063604,13.33632965239018,1,False,False,True,True,True,True,False,True,False,False,1,1,0,2,0
5236,4,1.0,1,40.0,0.0,0.0,0.0,1,5.945902761125323,49.89776349484504,False,52.46822629901418,13.426963252398533,1,False,False,False,True,True,True,False,True,False,False,1,3,1,1,0
5237,1,1.0,1,22.0,10.0,0.0,20.0,1,2.8167473063832267,48.58550124342688,False,52.53674379489992,13.436245531442257,3,False,False,False,True,True,True,True,True,False,True,2,2,0,1,0
5238,2,1.0,1,59.0,20.0,0.0,0.0,1,6.9377207309857285,10.0,False,52.52125346615877,13.302481956739257,2,False,False,False,True,True,True,False,True,False,False,1,4,0,2,1
5239,4,1.5,2,35.0,0.0,500.0,0.0,1,4.554076313998356,55.73896248555963,False,52.54097030629126,13.347170746003304,6,False,False,True,True,True,True,False,False,False,False,1,1,1,1,0
5240,6,1.0,2,199.0,0.0,500.0,0.0,1,6.930423081178933,106.20861098452455,False,52.507036102102425,13.304825591776234,2,True,False,True,True,True,True,True,True,False,False,1,4,1,0,0
5241,4,1.0,2,98.0,0.0,0.0,0.0,1,2.2997519594702607,68.36397763780357,False,52.50174271498381,13.420966056675852,1,False,False,True,True,True,True,False,False,False,True,1,0,1,1,0
5242,3,1.0,2,58.0,25.0,0.0,0.0,1,3.385594368855806,56.984161708454934,False,52.48960379267092,13.407897684173514,7,False,False,False,True,True,True,False,True,False,False,1,0,1,1,0
5243,1,1.0,1,29.0,0.0,85.0,5.0,1,6.1106973720483335,42.7709377523861,False,52.47295014855689,13.45164187426276,5,False,False,False,True,True,True,True,False,False,False,1,3,0,1,0
5244,2,1.0,1,69.0,0.0,100.0,40.0,2,2.3459186193294324,73.17265241740452,True,52.50367675431025,13.426961893246606,4,True,False,False,True,True,True,False,True,False,True,2,0,0,0,1
5245,1,1.0,1,48.0,30.0,150.0,25.0,1,5.2621636787821116,62.29731441518243,False,52.47819010136789,13.44141586344044,1,True,False,False,True,True,True,False,True,False,False,1,3,1,2,0
5246,2,1.0,1,50.0,0.0,100.0,0.0,1,2.8066214735876174,10.0,False,52.49690850589053,13.421744586995821,2,False,False,True,True,True,True,False,True,False,False,1,0,0,1,0
5247,5,2.0,4,150.0,40.0,0.0,10.0,4,3.3595900989809784,106.07335443330616,False,52.550190921062594,13.403081048322964,2,False,False,True,True,True,True,True,True,False,False,1,2,1,0,0
5248,1,1.0,1,30.0,0.0,0.0,0.0,1,2.7621545642045704,10.0,False,52.534890121020574,13.437682090416805,5,False,False,False,True,True,True,True,True,False,False,1,2,0,1,0
5249,2,1.0,1,77.0,25.0,300.0,0.0,1,1.8591754952248976,62.07034259432106,False,52.5048061629316,13.416467188138325,2,False,False,False,True,True,True,False,True,True,True,1,1,1,0,0
5250,6,2.0,3,150.0,180.0,1000.0,25.0,5,2.223611378100497,10.0,False,52.53433664918236,13.427915030652187,7,False,False,True,True,True,True,True,True,False,False,1,2,1,0,0
5251,4,1.0,1,84.0,35.0,0.0,15.0,2,3.08235970600447,74.94242740893462,False,52.51371445170235,13.44936651156385,3,False,False,False,True,True,True,True,True,False,False,1,0,1,0,0
5252,4,1.0,1,80.0,20.0,200.0,10.0,2,4.183515944849543,75.0,False,52.48533573286654,13.429025866814914,2,False,False,True,True,True,True,False,True,False,False,1,3,1,0,0
5253,3,1.0,2,50.0,30.0,0.0,0.0,1,3.5683404053347973,55.126922014435976,False,52.491644809297895,13.429687412266563,14,False,False,False,True,True,True,False,True,False,False,1,3,1,0,0
5254,2,1.0,1,39.0,15.0,200.0,0.0,1,3.125532718180324,25.0,False,52.54798314617896,13.40936009405135,5,False,False,True,True,True,True,True,True,False,False,1,2,0,1,0
5255,2,1.0,1,45.0,0.0,0.0,0.0,1,2.491286663141264,47.41319482001778,False,52.500072053260354,13.421823883833873,1,False,False,True,True,True,False,True,False,False,True,1,0,0,1,1
5256,1,1.0,1,28.0,0.0,0.0,0.0,1,4.521988109270474,10.0,True,52.51630482046768,13.471554254768964,2,False,False,False,True,True,True,True,True,False,False,1,0,0,2,0
5257,2,1.0,1,27.0,0.0,0.0,5.0,1,5.152696815889988,43.935163830304525,False,52.475243488853614,13.424723464636905,1,True,False,False,True,True,False,False,False,False,False,2,3,0,1,0
5258,3,1.0,1,70.0,0.0,0.0,0.0,1,2.179429426106877,57.412266554524614,False,52.50207748308086,13.41803599064506,1,False,False,True,True,True,True,True,True,False,False,1,0,1,1,0
5259,1,1.0,1,35.0,9.0,263.0,0.0,1,5.7021938041222695,44.278071979103146,True,52.484541253726256,13.344141896192985,3,False,False,True,True,True,True,True,True,False,False,1,5,1,0,0
5260,1,1.0,1,27.0,18.0,100.0,9.0,1,5.948996481139821,23.0,False,52.47433299650054,13.4507813429375,48,False,False,False,True,True,True,True,True,False,False,1,3,0,1,0
5261,4,1.0,2,79.0,0.0,200.0,0.0,1,3.5430644586296984,63.07835481804437,False,52.54820992480418,13.429355114525723,5,False,False,True,False,True,True,False,False,False,False,1,2,1,0,0
5262,2,1.0,1,75.0,0.0,0.0,0.0,1,7.0324970332602526,20.0,False,52.58304544316498,13.39675050268901,1,False,False,True,True,True,True,True,True,False,False,1,2,1,1,0
5263,1,3.0,1,25.0,0.0,0.0,0.0,1,6.175918267336942,10.0,False,52.559682149757656,13.468893770680722,6,True,False,False,True,True,True,False,False,False,False,1,2,0,1,0
5264,2,1.0,1,25.0,0.0,0.0,5.0,1,5.9634863118283565,25.0,False,52.558305035326136,13.343284506913914,1,False,False,False,True,True,True,True,True,False,False,1,1,0,1,0
5265,4,1.5,2,75.0,0.0,0.0,0.0,1,2.8903093297579754,66.53616303998501,False,52.545307236336356,13.414751408320056,3,False,False,False,True,True,True,False,False,False,False,1,2,1,1,0
5266,2,1.5,1,30.0,15.0,0.0,0.0,1,3.7622088598871337,20.0,False,52.49820088147882,13.447514512746706,4,False,False,False,True,True,True,True,True,False,False,1,0,0,2,0
5267,2,1.0,1,45.0,0.0,0.0,10.0,1,4.168710345714877,32.0,False,52.486113644874656,13.431347236938613,2,False,False,False,True,True,True,False,True,False,False,1,3,1,2,0
5268,1,1.0,1,25.0,0.0,0.0,0.0,1,5.816184413098845,38.89717095067458,False,52.47559917513399,13.450417095689525,5,False,False,False,True,True,True,False,False,True,False,1,3,0,1,0
5269,2,1.0,1,30.0,0.0,0.0,0.0,1,4.085383252470619,10.0,False,52.51119405522554,13.463614816659375,1,False,False,False,True,True,True,False,True,False,True,1,0,0,2,0
5270,2,1.0,1,30.0,0.0,0.0,0.0,1,6.431579761389033,42.54558854593253,False,52.467040508681535,13.443195644377196,2,True,False,False,True,True,True,False,True,False,False,1,3,0,1,0
5271,4,1.0,3,150.0,50.0,300.0,30.0,4,2.4737050344692446,10.0,False,52.53397297277793,13.433453588666346,2,False,False,True,True,True,True,True,True,False,False,1,2,0,1,0
5272,2,1.0,1,35.0,0.0,0.0,10.0,1,3.9198338635919265,25.0,False,52.51350684131329,13.461938422913748,1,False,False,False,True,True,True,True,True,False,False,1,0,0,2,0
5273,3,1.0,1,90.0,0.0,800.0,0.0,1,5.155161542160519,15.0,False,52.48221915148129,13.360860338988404,7,False,False,True,True,True,True,False,True,False,False,1,5,1,0,0
5274,2,1.0,1,32.0,15.0,0.0,0.0,1,2.2858458272344944,20.0,False,52.53230090591703,13.432072046914435,5,False,False,False,True,True,False,False,True,False,False,1,2,1,1,0
5275,1,1.0,1,24.0,10.0,0.0,0.0,1,2.850539435578332,40.03065834768792,False,52.545342881557076,13.411349000665796,1,False,False,False,True,True,True,False,True,True,False,1,2,0,1,0
5276,2,1.0,1,25.0,0.0,0.0,10.0,1,4.77752874886594,45.61164085792603,False,52.47869786694767,13.424446553825168,3,False,False,False,True,True,True,False,True,False,True,1,3,0,2,0
5277,2,1.0,1,37.0,0.0,0.0,0.0,1,3.465087080101873,44.85349539322315,False,52.48927710371839,13.396433754660704,1,False,False,False,True,True,True,False,True,False,False,1,0,0,1,0
5278,2,1.5,1,46.0,0.0,0.0,0.0,1,1.0289282890613565,53.23647810491183,False,52.524006331625436,13.418708622240286,3,True,False,False,True,True,True,True,True,False,False,1,1,0,2,0
5279,2,1.0,1,25.0,0.0,0.0,5.0,2,5.5589735487727765,42.708599048630006,False,52.47479804709025,13.440079101572564,1,False,False,True,True,True,True,False,True,False,False,1,3,0,1,0
5280,3,1.0,1,150.0,25.0,0.0,15.0,1,3.0788548440733816,92.94045564563508,False,52.49467921425754,13.423407367194068,2,False,False,False,True,True,True,False,True,False,True,1,3,0,1,0
5281,2,1.0,1,22.0,0.0,0.0,0.0,1,4.476499707325319,40.080317658595455,False,52.485560312224806,13.439248012655227,3,False,False,False,True,True,True,True,True,False,False,1,3,0,1,0
5282,2,1.0,1,55.0,25.0,350.0,0.0,1,4.309692661471855,100.0,True,52.49038146595942,13.363930767167346,4,False,False,True,True,True,True,True,True,False,False,1,5,0,0,0
5283,2,1.0,1,60.0,30.0,300.0,0.0,1,3.640503661112783,57.317222252288616,False,52.549877506999685,13.427009069393561,5,False,False,False,True,True,True,True,True,False,False,1,2,0,1,0
5284,3,1.0,1,40.0,0.0,400.0,20.0,2,3.5404248612816884,58.01005440014309,False,52.49803405987294,13.44287029981431,3,False,False,False,True,True,False,False,True,False,False,1,0,0,1,0
5285,4,1.0,2,95.0,30.0,150.0,0.0,4,2.8172543362030664,70.28613028869047,False,52.497982888895706,13.42559786569948,3,False,False,True,True,True,True,False,True,False,False,1,0,1,0,0
5286,3,1.0,1,55.0,0.0,0.0,0.0,1,3.451088541393696,52.63069834578576,False,52.49203275795891,13.427108383036801,4,False,False,False,True,True,True,False,True,False,False,1,3,1,1,0
5287,2,1.0,1,40.0,20.0,200.0,50.0,1,3.670349746064049,72.22657110434206,False,52.55300585158929,13.404352452726071,3,True,False,False,True,True,True,True,True,False,False,1,2,0,1,0
5288,5,1.0,2,101.0,20.0,150.0,25.0,4,1.8430970019410835,84.43020894728298,False,52.5201090033073,13.43223982203248,2,True,False,False,True,True,True,True,True,True,False,1,0,1,2,0
5289,3,1.0,2,38.0,15.0,0.0,5.0,1,3.569232183326091,51.60002790006858,False,52.54769378852107,13.431680028331973,2,False,False,False,True,True,True,True,True,False,False,1,2,1,0,1
5290,2,2.0,1,15.0,5.0,0.0,0.0,1,4.675699872055716,13.0,False,52.51723609749171,13.3360462783682,1,False,False,False,True,True,True,False,True,False,False,1,1,2,2,0
5291,2,1.0,1,43.0,0.0,0.0,0.0,1,4.926312743119208,46.70261248154527,False,52.47700601727665,13.422561693589321,3,False,False,False,True,True,True,False,True,False,False,1,3,1,1,0
5292,2,1.0,1,52.0,0.0,150.0,0.0,1,2.246566896963062,40.0,False,52.501220060245984,13.417241604794574,3,False,False,True,False,True,False,False,True,False,False,1,0,1,0,0
5293,2,1.0,1,25.0,0.0,0.0,0.0,1,6.5024967623148715,22.0,False,52.4641294081149,13.433360769069786,2,False,False,False,True,True,True,False,True,False,False,1,3,0,0,0
5294,4,1.0,1,72.0,0.0,0.0,0.0,1,4.1292477340872855,60.06954784131204,False,52.54396203555849,13.358363695852251,2,False,False,True,True,True,True,False,True,False,False,1,1,1,2,0
5295,1,1.5,1,25.0,0.0,0.0,0.0,1,2.6832214241310512,15.0,False,52.52353905410997,13.44422990142506,1,False,False,False,True,True,True,False,True,False,False,1,0,0,1,0
5296,2,1.0,1,28.0,0.0,0.0,0.0,1,5.457012706281629,15.0,False,52.5278701423386,13.325383827307412,1,False,False,False,True,True,True,False,True,False,False,1,1,0,2,0
5297,1,2.0,1,30.0,15.0,0.0,4.0,1,3.1741219831331,20.0,False,52.512097586769,13.450074977453065,12,False,False,False,True,True,True,False,True,False,False,1,0,0,2,0
5298,2,1.0,1,50.0,10.0,0.0,0.0,1,5.072334775072875,50.26408183654691,False,52.480275867267935,13.441836522756061,3,False,False,True,True,True,True,True,True,False,False,1,3,1,1,1
5299,2,1.0,0,46.0,0.0,0.0,0.0,1,4.082214785472633,47.65948129533829,False,52.550224756072645,13.370741423475375,60,True,False,True,True,True,True,False,True,True,False,1,1,1,0,0
5300,1,1.0,1,20.0,0.0,0.0,0.0,1,4.526463514168212,37.35856241795288,False,52.55151096873045,13.362631798657608,1,False,False,False,True,True,True,False,True,False,True,1,1,0,1,0
5301,1,1.0,1,32.0,0.0,0.0,0.0,1,3.5415031554018865,20.0,False,52.55147056920304,13.413052534592008,3,False,False,False,True,True,True,False,True,False,True,1,2,0,2,0
5302,2,1.0,1,49.0,15.0,0.0,0.0,1,2.49813713766192,50.70799302728987,False,52.53647884520579,13.43010024145727,1,False,False,True,True,True,True,False,True,False,False,1,2,1,1,0
5303,6,1.0,2,85.0,100.0,1500.0,7.0,4,4.6690033257304595,60.0,False,52.49043795878503,13.453989268583154,20,False,False,True,True,True,True,False,True,False,False,1,7,1,0,0
5304,2,1.0,1,30.0,10.0,0.0,15.0,1,4.908720065418278,50.837969788023386,False,52.558877970195205,13.370618091647588,1,False,False,False,True,True,True,False,True,False,False,1,1,0,2,0
5305,3,1.0,2,82.0,0.0,0.0,0.0,1,4.678293823698515,10.0,False,52.48521808944459,13.443887117290794,5,False,False,True,True,True,True,True,True,False,False,1,3,1,1,0
5306,3,1.0,1,21.0,7.0,0.0,10.0,1,3.0260358948120087,47.4397645624225,False,52.54644203134979,13.415578419317315,3,False,False,False,True,True,True,False,True,False,True,1,2,0,1,0
5307,2,1.0,2,44.0,0.0,0.0,0.0,1,4.631632415824066,47.046610249292065,False,52.50611167459765,13.469526601961329,1,False,False,False,True,True,True,True,False,False,True,1,0,1,1,0
5308,2,1.0,1,58.0,0.0,0.0,0.0,1,4.0150274175028375,51.472562062977886,False,52.54439630170796,13.448759593816693,3,True,False,True,True,True,True,True,True,False,False,1,2,1,0,0
5309,1,1.0,1,21.0,0.0,0.0,0.0,1,4.450566882964732,37.677047315588474,False,52.49404004052942,13.354949032573776,1,True,False,True,True,True,True,False,True,False,False,1,5,0,1,0
5310,2,1.0,1,25.0,0.0,0.0,25.0,2,4.1012752676177415,51.94142528163135,False,52.55423508102213,13.382436138751626,1,False,False,False,True,True,True,False,True,False,False,1,1,0,1,0
5311,2,1.0,1,49.0,5.0,0.0,10.0,2,2.9236989960056947,53.35188554855667,False,52.51985198224258,13.448210567962935,2,False,False,True,True,True,True,True,True,False,False,1,0,0,2,0
5312,2,1.0,1,20.0,0.0,0.0,0.0,1,5.019922647140304,39.43072153090418,False,52.480099592415954,13.43969308074267,3,False,False,False,True,True,False,False,True,False,True,1,3,0,1,0
5313,2,1.0,1,35.0,0.0,500.0,10.0,1,1.91049555774069,15.0,False,52.53079443676195,13.383029205649938,4,False,False,True,True,True,True,False,True,False,False,1,1,0,2,0
5314,1,1.0,1,20.0,0.0,0.0,0.0,1,2.7588426871514304,10.0,False,52.53651663099009,13.435432586335551,1,False,False,False,False,True,False,False,False,True,True,1,2,0,1,2
5315,2,1.0,1,43.0,25.0,250.0,0.0,1,4.1184149360423286,10.0,False,52.486606952216384,13.431320700206035,4,False,False,False,True,True,True,True,True,False,False,1,3,1,2,0
5316,4,1.0,2,50.0,50.0,0.0,10.0,2,7.831149754959473,300.0,False,52.518141834096184,13.289300868355408,2,False,False,True,True,True,True,False,True,False,False,1,4,1,2,0
5317,2,1.0,1,28.0,0.0,0.0,10.0,1,4.888592782411582,46.55617395847239,False,52.48157220542378,13.440084341847756,3,False,False,True,True,True,True,False,True,False,False,1,3,0,1,0
5318,2,2.0,1,22.0,0.0,0.0,10.0,1,4.6484184486320075,10.0,False,52.52499471721195,13.336786130862727,4,False,False,True,True,True,True,False,True,False,False,1,1,0,1,0
5319,4,1.0,1,36.0,5.0,0.0,15.0,1,7.818320111993418,56.13957177873643,False,52.512345723498036,13.290144493617058,1,True,False,True,True,True,False,True,True,False,False,1,4,0,2,0
5320,4,0.5,1,50.0,0.0,0.0,0.0,1,3.142342968201002,47.68843298313747,False,52.493466327221135,13.420977582164635,1,False,False,False,True,True,True,False,False,False,True,3,0,1,1,0
5321,2,1.0,1,33.0,5.0,0.0,15.0,1,7.970793064540337,51.01040516312663,False,52.510192803275224,13.288315016526846,1,True,False,True,True,True,False,True,True,False,False,1,4,0,2,0
5322,2,1.0,1,35.0,0.0,0.0,5.0,1,0.4595517334433597,46.614776748952295,False,52.52392853396097,13.40710919849005,2,False,False,False,True,True,False,True,False,False,False,1,1,0,0,1
5323,2,1.0,1,59.0,25.0,0.0,0.0,1,5.6570351446476375,55.12043964601699,False,52.475904242281075,13.446678654927974,2,False,False,True,True,True,True,True,True,False,True,2,3,0,2,0
5324,2,1.0,1,80.0,20.0,0.0,0.0,1,2.6626513014017203,61.176821309063904,True,52.497823411033366,13.419841648542011,2,False,False,True,True,True,True,False,True,False,False,1,0,0,2,0
5325,3,1.0,1,100.0,50.0,500.0,15.0,2,0.6398939093934306,68.0,True,52.51769403643481,13.413664712503975,2,False,False,True,True,True,True,True,True,False,False,0,1,1,0,0
5326,2,1.0,1,59.0,15.0,100.0,0.0,2,5.87190528588514,10.0,False,52.47046584393168,13.435061454901286,3,False,False,False,True,True,False,True,True,False,False,1,3,1,0,0
5327,2,1.0,1,47.0,20.0,150.0,50.0,1,4.666128736415847,74.21693655107778,False,52.50103116470349,13.466502606928918,5,True,False,True,True,True,False,True,True,False,False,1,0,0,0,0
5328,2,2.0,1,59.0,35.0,300.0,15.0,1,5.974224689008398,75.41246810382452,False,52.472150017765244,13.445133465159119,3,False,False,True,True,True,False,True,True,True,True,2,3,0,2,0
5329,2,1.0,0,50.0,0.0,0.0,0.0,1,4.198075397189664,37.0,False,52.547258977699784,13.447941827312071,1,False,False,False,True,True,True,True,True,False,True,1,2,1,1,0
5330,3,1.0,1,39.0,12.0,0.0,12.0,1,0.9583494270172024,54.79064962703675,True,52.52636606505784,13.39545128930324,1,False,False,False,True,False,False,True,True,False,False,1,1,0,2,0
5331,1,1.0,0,50.0,25.0,0.0,0.0,1,4.431949857231398,15.0,False,52.49420859064314,13.355074528750494,21,False,False,False,True,True,False,False,True,False,False,1,5,1,0,0
5332,2,1.0,1,28.0,25.0,200.0,0.0,1,4.950200948223737,46.10523507258894,False,52.5645074463478,13.40660610304382,5,False,False,True,True,True,True,False,True,False,False,1,2,0,1,0
5333,2,1.0,1,25.0,10.0,0.0,14.0,1,4.489396985759497,48.812007737372504,False,52.48493184273915,13.437867308652274,3,True,False,False,True,True,True,False,True,False,False,2,3,0,2,0
5334,4,1.0,1,100.0,20.0,200.0,10.0,2,3.4286244483546477,10.0,False,52.52338514538349,13.455369595289163,4,False,False,True,True,True,True,True,True,True,False,1,2,0,2,0
5335,3,2.0,1,80.0,40.0,0.0,10.0,2,15.66209987858916,10.0,False,52.52923883793763,13.173993335333073,3,False,False,True,True,True,True,False,True,False,False,1,11,1,1,0
5336,6,1.0,2,105.0,25.0,500.0,18.0,4,3.3356099500300886,30.0,False,52.52121354029902,13.454259559863234,3,False,False,True,True,True,False,True,True,False,False,1,0,1,0,0
5337,3,1.0,1,33.0,5.0,0.0,15.0,1,7.951380582296945,53.099099507895396,False,52.51177895239565,13.288271296663554,1,True,False,True,True,True,False,True,True,False,False,1,4,0,2,0
5338,4,1.0,1,55.0,10.0,0.0,15.0,2,5.163799937113279,62.32544135479209,False,52.56537353699158,13.388736412914055,1,False,False,True,True,True,True,True,True,False,True,1,1,1,2,0
5339,2,1.5,1,60.0,15.0,150.0,0.0,1,4.216487889387955,20.0,False,52.48370462286611,13.423036737261686,1,False,False,False,True,True,False,False,True,False,False,1,3,1,0,0
5340,4,1.0,2,55.0,25.0,500.0,15.0,2,5.847761557606031,25.0,False,52.47471627981189,13.44892497542556,5,False,False,True,True,True,True,True,True,False,False,1,3,1,2,0
5341,1,1.0,1,20.0,0.0,0.0,0.0,1,4.2719508271172435,37.3667680315139,False,52.54019578655907,13.351277156779435,14,False,False,False,True,True,True,False,True,False,False,1,1,0,1,0
5342,2,1.0,1,80.0,10.0,250.0,20.0,1,3.2171568706597515,69.93984071619704,False,52.5259969273438,13.451519111179776,7,False,False,True,True,True,True,True,True,False,False,1,0,1,1,0
5343,2,1.0,1,25.0,18.0,0.0,5.0,1,5.954457774245473,15.0,False,52.46883855472961,13.430973467590935,1,False,False,True,True,True,False,False,True,False,False,1,3,0,2,0
5344,4,1.0,1,150.0,10.0,0.0,10.0,2,4.735619114691736,100.0,False,52.49046399315514,13.455406961382414,3,False,False,True,True,True,True,False,True,False,True,1,7,0,2,0
5345,2,1.0,1,65.0,35.0,650.0,20.0,1,3.429424715166236,70.09557314814066,False,52.53946524955804,13.44432418950571,7,False,False,True,True,False,True,True,True,False,False,1,2,1,0,1
5346,4,1.0,1,89.0,35.0,300.0,18.0,2,3.640270356187489,30.0,False,52.49868974163005,13.445832801616707,2,False,False,False,True,True,True,False,True,False,False,1,0,1,2,0
5347,1,1.0,1,22.0,10.0,0.0,0.0,1,5.792494599150539,24.0,False,52.47266308421998,13.440719382017862,3,False,False,False,True,True,True,False,True,False,False,1,3,0,1,0
5348,2,1.0,1,22.0,0.0,90.0,7.0,1,3.249175898307124,43.67655992491926,False,52.49179221402903,13.39247097142462,3,False,False,False,True,True,True,True,False,False,False,1,0,0,2,0
5349,3,1.0,1,59.0,5.0,0.0,10.0,1,4.998798074961875,59.11482166166928,False,52.520719505861024,13.478871762497564,2,False,False,True,True,True,True,False,True,False,False,2,6,1,1,0
5350,2,1.0,1,95.0,50.0,1000.0,0.0,1,2.183460230334385,85.0,False,52.536590247082955,13.422266919708136,4,False,False,False,True,True,False,False,True,False,False,1,2,1,2,0
5351,4,1.0,2,100.0,50.0,0.0,20.0,2,1.7381676697147503,84.38815583362387,False,52.53534809773568,13.400127891989774,1,False,False,True,True,True,True,False,True,False,False,1,1,1,0,0
5352,2,1.0,1,34.0,50.0,0.0,10.0,1,4.788136194582702,50.0,False,52.55047894370554,13.455007170302437,1,True,False,True,False,True,True,False,True,False,True,1,2,1,1,0
5353,3,1.0,1,34.0,0.0,0.0,15.0,2,2.918860981780702,0.0,True,52.544667131380606,13.419757547868846,2,False,False,True,True,True,True,True,True,False,False,1,2,0,2,0
5354,3,1.0,1,70.0,10.0,0.0,0.0,1,2.98494997707482,58.7402076828163,False,52.502637497079974,13.438639811078275,1,False,False,False,False,True,True,False,False,False,False,1,0,1,1,0
5355,2,2.0,1,23.0,5.0,0.0,10.0,1,10.829897059029728,10.0,False,52.45398183821478,13.522591666152756,4,True,False,True,True,True,True,True,True,False,False,1,7,0,0,0
5356,2,1.0,1,45.0,25.0,0.0,0.0,1,3.336454552202257,50.77072495621227,False,52.500134131127936,13.368052346101079,2,True,False,False,True,True,True,True,True,False,False,1,1,1,1,0
5357,2,1.0,1,20.0,12.0,300.0,0.0,1,5.877682315658277,42.166535684453365,False,52.469524275837,13.430776826442235,1,False,False,True,True,True,True,False,True,False,True,1,3,0,2,0
5358,1,1.0,1,20.0,0.0,200.0,0.0,1,3.726290209984729,15.0,False,52.551620995885855,13.42324186407212,4,False,False,True,True,True,True,True,True,False,False,1,2,0,2,0
5359,2,1.0,1,29.0,20.0,0.0,0.0,1,14.780287949244233,100.0,False,52.3870886852051,13.402216950323758,180,False,False,True,True,True,True,True,True,False,False,1,5,1,2,0
5360,2,1.0,1,24.0,0.0,0.0,0.0,1,5.990442463499726,22.0,False,52.47471008961589,13.452921524457322,2,False,False,False,False,True,True,True,True,False,True,1,3,0,1,0
5361,3,1.0,1,45.0,0.0,0.0,0.0,1,6.104931551829586,49.38475761752932,False,52.49863349587623,13.321904358267874,1,False,False,True,True,True,True,False,True,False,False,1,4,0,1,0
5362,2,1.0,1,30.0,0.0,0.0,0.0,1,2.2802949534333323,20.0,False,52.50115483455775,13.418287916078596,4,False,False,False,True,True,True,True,True,False,True,1,0,0,2,0
5363,2,1.0,1,40.0,0.0,150.0,0.0,1,3.7002032326974312,980.0,False,52.55317796709378,13.400789201013794,3,False,False,True,True,True,True,False,False,False,False,1,2,1,1,1
5364,3,1.0,1,80.0,50.0,0.0,15.0,2,1.1397270632467054,12.0,False,52.530155979621256,13.402725847912679,3,False,False,False,True,True,True,True,True,False,True,1,1,1,1,0
5365,2,1.0,1,39.0,20.0,0.0,20.0,1,18.55810189057164,30.0,False,52.54195775346192,13.133033305442016,1,False,False,True,True,True,False,True,True,False,False,3,11,0,1,0
5366,2,1.0,1,45.0,40.0,0.0,0.0,1,3.3805699218293364,52.800169912592274,False,52.49866291911988,13.44058284821896,1,False,False,False,True,True,True,False,True,False,True,1,0,1,1,0
5367,5,1.5,4,150.0,0.0,0.0,0.0,1,2.7967191121771524,92.36701374789658,False,52.52025423709695,13.446332611626325,1,False,False,False,True,True,True,False,True,True,False,2,0,1,1,0
5368,2,1.0,1,23.0,0.0,0.0,0.0,1,5.427846091909865,40.36568373878238,False,52.47796708075512,13.445769740574644,3,False,False,False,True,True,True,False,True,False,False,1,3,0,1,0
5369,2,1.0,1,45.0,30.0,0.0,0.0,1,2.9807151055143613,51.45914992252722,False,52.54676563381648,13.407422760102696,1,False,False,False,True,True,True,True,True,False,False,1,2,1,0,0
5370,2,1.0,1,30.0,12.0,0.0,5.0,1,3.829016222467549,46.550647605616035,False,52.55365032090303,13.417017765542152,2,False,False,False,True,True,True,False,True,False,False,1,2,0,2,0
5371,2,1.5,1,35.0,15.0,0.0,0.0,1,4.3854734165347535,10.0,False,52.48454357542202,13.433373381043046,3,False,False,False,True,True,True,False,True,False,True,1,3,0,2,0
5372,2,1.0,1,25.0,0.0,0.0,10.0,2,4.174328596398067,45.04969801118236,False,52.5313246313027,13.346171298715195,1,False,False,False,False,True,True,False,False,False,False,1,1,0,1,0
