,accommodates,bathrooms,bedrooms,price,cleaning_fee,security_deposit,extra_people,guests_included,distance,size,host_is_superhost,latitude,longitude,minimum_nights,instant_bookable,is_business_travel_ready,tv,wifi,kitchen,washer,dryer,heating,free_parking,smoking_allowed,property_type,neighbourhood,room_type,cancellation_policy,bed_type
0,3,1.0,1,60.0,30.0,200.0,28.0,1,1.6249057022606102,75.0,True,52.53453732241747,13.402556926822387,4,False,False,True,True,True,True,True,True,False,False,0,1,1,0,0
1,2,1.0,1,17.0,0.0,0.0,0.0,1,3.17062658736488,25.0,False,52.54851279221664,13.404552826587464,2,False,False,False,True,True,True,True,True,False,False,1,2,0,1,0
2,4,1.0,1,90.0,50.0,200.0,20.0,2,1.8720718289432448,68.0,False,52.53499619158672,13.417578665333295,62,True,False,False,True,True,True,True,True,False,False,1,2,1,0,0
3,2,1.0,1,26.0,30.0,250.0,18.0,1,4.456289464844013,26.0,False,52.498854933130026,13.34906453348717,5,False,False,False,True,False,True,True,True,False,False,1,5,0,0,1
4,2,1.0,1,42.0,0.0,0.0,24.0,1,2.6639102782122834,20.0,True,52.54315726331311,13.415091104515707,2,False,False,False,True,False,False,True,True,False,False,1,2,0,2,0
5,7,2.5,4,180.0,80.0,400.0,10.0,5,1.6303276901491217,780.0,False,52.53303076802682,13.416046823956403,6,False,False,True,True,True,True,True,True,False,False,1,2,1,0,0
6,2,1.0,0,70.0,0.0,500.0,0.0,1,3.0966171981965327,57.17412655005457,False,52.547846407992154,13.405562243722455,90,False,False,True,True,True,True,False,True,False,False,1,2,1,0,0
7,2,1.0,1,120.0,0.0,0.0,13.0,1,3.728568240060208,55.0,False,52.51051399601543,13.457850238106197,30,False,False,True,True,True,True,True,True,False,True,1,0,0,0,0
8,5,1.0,1,90.0,50.0,500.0,20.0,2,2.6474837353422145,80.0,False,52.50479227385914,13.435101853886053,60,False,False,True,True,True,True,True,True,False,False,1,0,1,0,0
9,2,1.0,1,45.0,18.0,0.0,26.0,1,1.1397063394650082,25.0,True,52.529070924673775,13.412843393984936,3,False,False,True,True,True,True,True,True,False,False,2,2,0,0,0
10,4,1.0,2,129.0,49.0,500.0,24.0,2,1.8933094853170016,97.14798757232687,False,52.53695243192395,13.407615032621536,3,False,False,True,True,True,True,False,True,False,False,2,2,1,0,0
11,4,1.0,1,70.0,40.0,500.0,18.0,2,2.7756528756156857,74.48057282686034,False,52.502733334069404,13.434619857852766,60,False,False,True,True,True,True,True,True,False,False,1,0,1,0,0
12,4,1.0,2,98.0,50.0,300.0,25.0,2,3.2171548742483047,87.14362892704064,True,52.49485061986592,13.428500598140365,3,False,False,True,True,True,True,True,True,False,False,1,0,1,0,0
13,5,1.0,1,160.0,40.0,150.0,35.0,4,1.5959440670927043,70.0,True,52.53434836322022,13.405576517191427,3,False,False,True,True,True,True,True,True,False,False,1,1,1,0,0
14,4,1.0,1,65.0,50.0,500.0,0.0,1,3.776515880118025,50.0,False,52.48971442632367,13.379747575408965,60,False,False,True,True,True,False,True,True,False,False,2,0,1,0,0
15,4,2.5,2,90.0,35.0,200.0,5.0,2,1.4910727401072,150.0,False,52.53079085230837,13.41808443901994,3,False,False,True,True,True,True,True,True,False,True,1,2,1,0,0
16,4,2.5,2,90.0,55.0,200.0,5.0,2,1.5030474560805098,150.0,False,52.53025873628243,13.419466962263806,4,False,False,True,True,True,True,True,True,False,False,1,2,1,0,0
17,8,2.0,2,197.0,50.0,250.0,40.0,4,2.8958639101741963,84.0,False,52.54406239119688,13.421376521988275,3,True,False,True,True,True,True,True,True,False,False,1,2,1,0,0
18,2,1.0,0,70.0,0.0,1660.0,0.0,1,2.9710729221372407,61.581437256292105,False,52.54671936814943,13.405117021304426,90,False,False,True,True,True,True,False,True,False,False,1,2,1,0,0
19,6,1.0,2,90.0,50.0,200.0,20.0,4,4.455836837984417,75.0,False,52.51338523184102,13.469947507779649,5,False,False,True,True,True,True,True,True,True,False,1,0,1,0,0
20,4,1.0,2,130.0,80.0,1500.0,0.0,2,2.73878435971942,25.0,True,52.54178764990126,13.42388315889975,60,False,False,True,True,True,True,True,True,False,False,1,2,1,0,0
21,8,1.0,2,100.0,40.0,0.0,20.0,4,3.117036909075357,100.0,True,52.54596726018988,13.422358872353616,4,True,False,True,True,True,True,True,True,False,False,1,2,1,0,0
22,1,1.0,1,44.0,15.0,100.0,15.0,1,2.8258415215373933,54.29813307692583,False,52.5430892935274,13.42245309399176,1,False,False,True,True,True,True,False,True,False,False,1,2,0,2,0
23,4,1.0,1,62.0,20.0,0.0,8.0,2,3.2459140883300863,47.0,False,52.521417975814856,13.357082298389068,3,True,False,False,True,True,True,True,True,False,False,1,1,1,0,0
24,2,1.0,1,55.0,50.0,1000.0,10.0,1,3.3851985587305826,75.0,False,52.54936125502965,13.418227669657085,60,True,False,True,True,True,True,True,True,False,False,1,2,1,0,0
25,1,0.0,1,40.0,5.0,500.0,20.0,1,6.963141564401307,10.0,False,52.519676583782385,13.302088764141637,1,False,False,False,False,False,False,True,True,False,False,1,4,0,1,0
26,1,1.0,1,25.0,0.0,0.0,15.0,1,4.019126060888052,200.0,False,52.4933892413189,13.364813135044635,5,False,False,True,True,True,True,True,True,False,True,1,5,0,0,0
27,2,1.0,1,52.0,30.0,100.0,12.0,1,2.0261702013029566,65.0,True,52.538220334346455,13.404625244040144,2,False,False,False,True,True,True,True,True,False,False,1,1,1,0,0
28,3,1.5,1,39.0,20.0,0.0,19.0,1,3.3739012477038233,20.0,False,52.49847237312909,13.440131897810144,1,False,False,True,True,True,True,True,True,False,True,1,0,0,2,0
29,2,1.0,1,80.0,0.0,500.0,0.0,2,2.325301604996822,21.0,False,52.53680114276391,13.42546637252866,84,False,False,False,True,True,True,True,True,False,False,1,2,1,0,0
30,2,1.0,1,80.0,35.0,500.0,0.0,2,3.999650255102196,64.48115098291578,False,52.485862608293196,13.423619080920696,10,False,False,True,True,True,True,True,True,False,True,1,3,1,1,0
31,2,1.0,1,50.0,0.0,100.0,15.0,1,3.6644760520574944,310.0,False,52.488442283310825,13.420599819323225,3,False,False,False,True,True,True,False,True,False,False,2,0,0,0,0
32,2,1.0,1,43.0,0.0,0.0,13.0,1,1.8903100308138605,52.77128375714244,False,52.536407867357596,13.412310448979607,2,False,False,False,True,True,False,False,True,False,True,1,2,0,2,0
33,2,1.0,1,40.0,0.0,0.0,0.0,1,1.6939539294404298,45.8587114519285,False,52.53028017566882,13.423478477243009,1,False,False,False,True,True,True,False,True,False,False,1,2,0,1,0
34,3,1.5,1,36.0,20.0,0.0,19.0,1,3.5286847881821912,35.0,False,52.4966675178124,13.440339722231824,1,False,False,True,True,True,True,True,True,False,True,1,0,0,1,0
35,4,1.0,2,119.0,45.0,0.0,10.0,2,3.528845654670308,2.0,True,52.51175980499001,13.455361679724279,4,True,False,True,True,True,True,True,True,False,False,1,0,1,0,0
36,4,1.0,1,90.0,50.0,300.0,20.0,2,2.179623524682172,82.3338593120277,False,52.53946252929092,13.408834096612914,5,True,False,True,True,True,True,True,True,False,False,1,2,1,0,0
37,2,1.0,1,42.0,20.0,1000.0,10.0,2,4.088878115321172,56.928837652583205,False,52.49040069623207,13.440845896384618,3,False,False,False,True,True,True,True,True,False,False,1,7,0,2,1
38,2,1.0,1,56.0,25.0,300.0,10.0,1,3.688781768973607,59.96747284112458,True,52.508884465404044,13.456360976343932,2,False,False,False,True,True,False,False,True,False,False,1,0,0,2,0
39,2,1.0,1,50.0,0.0,0.0,10.0,1,1.4323033758099637,53.620441388491784,False,52.532541946349276,13.409825660460804,4,True,False,False,True,False,False,True,True,False,False,1,2,0,0,0
40,2,1.0,1,48.0,50.0,500.0,0.0,1,2.0116440233433934,44.0,False,52.538089761750115,13.40536489911275,60,False,False,False,True,True,True,True,True,False,False,2,1,1,0,0
41,6,2.0,2,160.0,50.0,0.0,0.0,1,1.6882582098420271,150.0,False,52.53219075931284,13.419875245322089,3,False,False,False,True,True,True,True,True,False,False,1,2,1,0,0
42,2,1.0,1,70.0,0.0,0.0,0.0,1,2.1014479963333668,55.32671223713313,False,52.536267062778556,13.420812783549412,4,False,False,True,True,True,True,True,True,False,False,1,2,1,2,0
43,2,1.0,1,88.0,45.0,0.0,15.0,2,3.670092570926962,110.0,False,52.51120880705793,13.457278071959973,5,False,False,False,True,True,True,True,True,False,False,1,0,1,0,0
44,2,1.0,1,55.0,10.0,90.0,10.0,1,1.2556065110256491,100.0,True,52.523593080092716,13.387406366668039,4,False,False,False,True,True,True,True,True,False,False,1,1,0,0,0
45,2,1.0,1,90.0,25.0,0.0,0.0,1,0.1469426756966514,30.0,False,52.521145362296046,13.40608326685905,2,False,False,True,True,True,True,True,True,True,False,1,1,1,0,0
46,2,1.0,1,55.0,100.0,500.0,10.0,1,7.864938591512499,70.43031312876074,False,52.503403011698865,13.292025527066214,60,False,False,True,True,True,True,True,True,False,False,1,4,1,0,0
47,5,2.0,2,200.0,60.0,1500.0,20.0,4,3.0992779842339186,130.0,True,52.547867835067684,13.404167372432337,3,False,False,True,True,True,True,True,True,False,False,1,2,1,0,0
48,5,1.0,2,80.0,75.0,250.0,15.0,2,1.915509152531364,50.0,False,52.53683096273127,13.398966507950535,3,True,False,True,True,True,True,True,True,False,False,1,1,1,0,0
49,1,1.0,1,49.0,50.0,1200.0,10.0,1,11.748154261494465,10.0,False,52.42530982912259,13.328061611379399,2,True,False,False,True,True,True,False,True,True,False,3,8,1,2,0
50,4,1.0,2,55.0,70.0,2400.0,0.0,1,1.2823719965938585,75.0,False,52.52770910110819,13.390902470147008,90,False,False,True,True,True,True,True,True,False,False,2,1,1,0,0
51,4,1.5,2,130.0,39.0,300.0,15.0,1,2.1568758696117767,97.25029851846688,True,52.53420466657789,13.426711669188904,5,False,False,True,True,True,True,False,True,False,False,1,2,1,0,0
52,4,1.0,1,90.0,50.0,300.0,20.0,2,2.3421324927468854,82.32861994338329,False,52.54088868001604,13.409448814157395,5,True,False,True,True,True,True,True,True,False,False,1,2,1,0,0
53,10,1.5,2,120.0,50.0,200.0,25.0,2,23.02685425358202,111.06670689180795,False,52.3782796904114,13.652751149230713,2,True,False,True,True,True,True,True,True,False,False,3,7,1,0,0
54,2,1.0,1,37.0,25.0,400.0,10.0,1,6.021526971074265,14.0,False,52.46892121357074,13.434541014208676,6,False,False,False,True,False,True,False,True,False,False,1,3,0,0,0
55,2,1.0,1,52.0,30.0,0.0,8.0,1,2.5844942145188456,500.0,False,52.50359828363869,13.4320599213118,2,True,False,True,True,True,True,True,True,False,False,1,0,1,0,0
56,6,1.0,3,44.0,15.0,150.0,18.0,1,2.9479178044830827,66.33912823768719,False,52.54649888653129,13.406329471467506,3,False,False,False,True,True,True,True,True,False,False,1,2,0,0,1
57,4,1.0,2,102.0,30.0,200.0,25.0,2,3.0656435944952687,72.0,False,52.494970325600654,13.423991494661836,2,False,False,True,True,True,True,True,True,False,False,1,0,1,2,0
58,2,1.0,1,29.0,15.0,85.0,15.0,1,3.3500144313338285,51.57179391908388,True,52.5248935337621,13.453857347885648,2,False,False,True,True,True,True,True,True,False,True,1,0,0,0,0
59,4,1.0,0,84.0,0.0,200.0,10.0,2,3.3953105941099926,68.63791423587145,False,52.54979810330722,13.415959608867743,3,True,False,False,True,True,True,True,True,False,False,1,2,1,0,0
60,2,1.0,1,80.0,60.0,200.0,20.0,2,5.994842026416992,46.0,False,52.50780325949872,13.318707261044278,3,True,False,True,True,True,True,True,True,False,False,1,4,1,2,0
61,2,1.0,1,69.0,40.0,0.0,10.0,2,4.258061042524355,64.36831439294761,True,52.501054343895426,13.350320889902525,3,True,False,True,True,True,True,True,True,False,False,1,5,1,0,0
62,6,1.0,3,185.0,45.0,0.0,25.0,4,1.9820934137420003,101.0,False,52.5376951267311,13.408535523373187,4,False,False,True,True,True,True,True,True,False,False,1,2,1,0,0
63,2,1.0,1,49.0,30.0,250.0,10.0,1,8.919289949141328,58.07373295572242,True,52.48086412777901,13.28998185775034,2,True,False,True,True,True,True,True,True,False,False,1,4,1,2,1
64,5,1.0,2,155.0,60.0,300.0,25.0,2,0.990744984407199,108.0,False,52.521839178073215,13.390672160465307,4,False,False,True,True,True,True,True,True,False,False,1,1,1,0,0
65,2,1.0,1,66.0,30.0,200.0,0.0,1,3.3727962788039862,10.0,True,52.5496809620105,13.415277910466587,3,True,False,True,True,True,False,True,True,False,False,1,2,1,0,0
66,2,1.0,1,70.0,30.0,0.0,0.0,1,2.0065606694442275,40.0,False,52.53199962450306,13.382847513861474,3,False,False,True,False,True,False,True,True,False,False,1,1,1,1,0
67,2,1.0,1,53.0,20.0,0.0,20.0,1,2.2832297636476193,61.84185863829446,False,52.5367732257693,13.42446883280099,2,False,False,True,True,True,True,True,True,False,False,1,2,1,0,0
68,3,2.0,1,70.0,30.0,0.0,20.0,2,2.918853808677352,85.0,False,52.54484866792699,13.418909904797257,3,False,False,True,True,True,True,True,True,False,False,1,2,1,0,0
69,5,1.5,2,92.0,36.0,190.0,19.0,1,3.0424754740893025,90.0,True,52.54621993958732,13.417857494605348,1,True,False,True,True,True,True,True,True,False,False,1,2,1,2,0
70,2,1.0,1,75.0,30.0,0.0,0.0,1,2.0210248291258264,15.0,False,52.53181501425351,13.382298973709073,3,True,False,True,True,True,False,True,True,False,False,2,1,1,2,0
71,2,1.0,1,80.0,40.0,150.0,10.0,1,3.473778884173808,69.02079530196957,False,52.49820825407495,13.441778788008365,2,False,False,False,True,True,True,False,True,False,False,1,0,0,0,0
72,2,1.0,1,48.0,25.0,0.0,10.0,1,3.3821457381790085,18.0,False,52.49615556002189,13.373974369710007,2,True,False,True,True,False,False,True,True,False,False,1,0,0,0,0
73,4,1.0,1,114.0,40.0,0.0,15.0,2,2.30715362482458,85.1255147780904,True,52.54052905754406,13.409949597839894,10,False,False,False,True,True,True,True,True,True,False,1,2,1,0,0
74,3,1.0,1,60.0,20.0,0.0,0.0,1,3.627229460471873,10.0,False,52.490038055033466,13.426190641200547,2,False,False,False,True,True,True,True,True,False,False,1,3,1,0,0
75,3,1.0,1,50.0,45.0,125.0,30.0,2,3.109542620399315,70.8259651941637,False,52.49727117967017,13.4317677280918,1,False,False,True,True,True,True,True,True,False,False,1,0,1,0,0
76,4,1.0,1,82.0,50.0,0.0,5.0,2,2.6306546891890923,55.0,False,52.53370314819088,13.436699040185669,60,False,False,False,True,True,True,True,True,False,False,1,2,1,2,0
77,2,1.0,1,80.0,35.0,300.0,25.0,1,4.830119213039748,75.75886993849903,False,52.49854776932378,13.342940503262401,3,False,False,True,True,True,True,True,True,False,False,1,5,1,0,0
78,2,1.0,1,60.0,25.0,0.0,0.0,2,3.2195465487176125,54.933673109299534,False,52.5242645702381,13.452067177881744,3,False,False,False,True,True,True,True,True,False,False,2,0,1,2,0
79,2,1.0,1,70.0,30.0,0.0,15.0,1,0.8573334952232091,40.0,False,52.527201117957055,13.4095282119564,4,False,False,True,True,True,False,False,True,False,False,1,1,1,1,0
80,6,1.0,3,130.0,50.0,0.0,0.0,1,4.989015399256803,150.0,False,52.488050033648044,13.353250379710676,3,False,False,True,True,True,True,True,True,False,False,1,5,1,0,0
81,4,1.0,2,69.0,45.0,0.0,15.0,2,6.855823439564186,71.45257047688341,False,52.58150268997834,13.3978581755756,2,False,False,True,True,True,True,True,True,False,False,3,2,1,0,0
82,2,1.0,2,75.0,20.0,250.0,0.0,1,3.285371861459992,60.54399302047478,False,52.49094420157708,13.396194429695148,14,False,False,False,True,True,True,False,True,False,False,1,0,1,0,0
83,4,1.0,1,68.0,25.0,0.0,20.0,2,3.3787711503724687,36.0,False,52.50004365663805,13.442648963468384,60,True,False,True,True,True,True,True,True,False,False,1,0,1,2,0
84,4,1.0,1,125.0,40.0,0.0,10.0,2,3.996909138004918,21.0,False,52.518177197329855,13.463995796385912,7,False,False,True,True,True,True,True,True,False,True,1,0,1,2,0
85,4,1.0,1,70.0,25.0,0.0,0.0,1,17.3760713383245,30.0,False,52.45105230030461,13.635283164937055,2,False,False,True,True,True,False,True,True,False,False,0,7,1,2,0
86,2,1.0,1,89.0,40.0,0.0,15.0,2,0.4071464229295211,35.0,True,52.51964880397618,13.410989725180972,2,False,False,True,True,True,True,False,True,False,False,1,1,1,0,0
87,3,1.0,1,59.0,30.0,0.0,20.0,2,3.9782410095442393,15.0,False,52.509483216844394,13.46119273281486,2,False,False,True,True,True,True,True,True,False,False,1,0,1,0,0
88,6,1.0,3,96.0,88.0,0.0,9.0,3,4.468182950281322,80.0,False,52.50089197267288,13.34691847873334,1,True,False,True,True,True,True,True,True,False,False,1,5,1,0,0
89,2,1.0,1,55.0,0.0,0.0,5.0,1,1.2618725666000778,105.0,True,52.52810573094471,13.39194616349694,2,False,False,True,True,True,True,True,True,False,False,1,1,0,2,0
90,4,1.0,1,55.0,40.0,200.0,15.0,2,4.981783919410534,40.0,False,52.47677777481413,13.424371494296867,30,False,False,True,True,True,True,True,True,False,False,1,3,1,0,0
91,3,1.0,1,70.0,40.0,85.0,10.0,1,3.809317408102837,25.0,False,52.518192193175324,13.461220877937734,3,True,False,True,True,True,True,True,True,False,False,2,0,0,0,0
92,2,1.0,1,31.0,0.0,250.0,0.0,1,3.1834478528178085,43.915326976861394,False,52.54854936182288,13.408516746844336,183,False,False,True,True,True,True,False,True,False,False,1,2,1,0,0
93,4,1.0,2,40.0,20.0,100.0,25.0,2,1.103652144828516,16.0,False,52.5298171921792,13.40259803750833,2,True,False,True,True,True,True,True,True,False,True,1,1,0,0,0
94,4,1.0,1,81.0,80.0,1000.0,20.0,1,2.702637857962542,70.0,False,52.49677893596029,13.416794504313168,1,False,False,True,True,True,True,True,True,False,False,1,0,1,0,0
95,2,1.0,1,52.0,20.0,0.0,15.0,2,3.1487642249803867,30.0,False,52.547145529042254,13.418253805829684,3,False,False,False,True,True,True,True,True,False,True,1,2,0,2,1
96,2,1.0,2,100.0,80.0,3000.0,100.0,2,3.317329932783192,12.0,False,52.54250548510002,13.437193263101435,180,False,False,True,True,True,True,False,True,False,False,1,2,1,0,0
97,3,1.0,1,36.0,50.0,120.0,12.0,2,1.4076972121096598,60.0,False,52.5155351204516,13.424467420462491,90,True,False,True,True,True,True,True,True,False,False,1,1,1,1,0
98,4,1.0,2,88.0,40.0,0.0,40.0,4,3.0320096807038097,85.0,False,52.49544917093305,13.424493405497936,5,False,False,False,True,True,True,True,True,False,False,1,0,1,0,0
99,4,1.0,1,29.0,20.0,100.0,15.0,1,4.4148783243809335,40.0,True,52.53082537497308,13.342213964835418,1,False,False,False,True,True,True,True,True,False,False,1,1,0,2,0
100,2,1.0,1,100.0,40.0,1000.0,0.0,6,3.160702578648752,50.0,False,52.4990345036111,13.436536845747812,10,False,False,True,True,True,True,False,True,False,False,1,0,1,2,0
101,6,1.0,2,161.0,0.0,1000.0,0.0,1,7.850552468499642,96.06746157629854,True,52.4783122169229,13.311401944589958,2,False,False,True,True,True,True,True,True,False,False,1,4,1,1,0
102,6,2.0,2,65.0,65.0,500.0,8.0,2,10.990513305926566,45.0,False,52.59656148881527,13.302177471255856,2,True,False,True,False,True,True,False,True,False,False,2,9,1,0,1
103,5,1.0,2,70.0,60.0,200.0,25.0,2,2.9250983193068723,81.36637062169616,False,52.54566761341074,13.414469175064475,2,True,False,False,True,True,True,True,True,False,False,1,2,1,2,0
104,2,1.0,1,29.0,20.0,500.0,15.0,1,3.179964224220113,53.82953750570061,False,52.491791579552796,13.397270625123513,150,False,False,False,True,True,True,False,True,False,False,1,0,1,0,0
105,4,1.0,2,80.0,40.0,200.0,15.0,2,3.2917057034689794,85.0,False,52.49737973107708,13.436374924087724,5,False,False,False,True,True,True,True,True,False,False,1,0,1,2,0
106,2,1.0,1,49.0,15.0,0.0,0.0,2,3.008154886823707,10.0,False,52.5018854427702,13.438014425329065,3,True,False,False,True,True,True,True,True,False,False,2,0,0,1,0
107,3,1.0,1,49.0,20.0,0.0,10.0,1,7.265711900560884,50.0,False,52.58055049897068,13.44539121943636,2,False,False,True,True,True,False,True,True,False,False,1,2,1,2,0
108,4,1.0,1,59.0,49.0,90.0,20.0,2,5.935662005102606,84.0,True,52.49655707634615,13.483793612791464,1,True,False,True,True,True,True,True,True,True,False,1,6,1,0,0
109,2,1.5,1,30.0,15.0,150.0,0.0,1,7.527976485347202,50.57059308834947,False,52.46981277766224,13.330368455954346,1,True,False,False,True,True,True,True,True,False,False,1,5,0,2,0
110,1,1.0,1,23.0,0.0,500.0,10.0,1,8.502692945094612,20.0,False,52.467468175206186,13.313736664841388,5,False,False,False,True,True,True,True,True,False,True,1,4,0,2,1
111,2,1.0,1,40.0,50.0,150.0,20.0,1,2.861026570413788,62.34585878055128,False,52.54529865450746,13.397289357596055,5,False,False,True,True,True,True,True,True,False,False,1,1,0,0,1
112,3,1.0,1,35.0,30.0,0.0,18.0,2,4.827445080166755,65.0,False,52.479388800974796,13.430209628755884,7,False,False,False,True,True,True,True,True,True,False,1,3,0,0,0
113,2,1.0,1,70.0,50.0,0.0,30.0,2,2.7502137768248205,15.0,False,52.544105902553355,13.414099162842893,4,True,False,True,True,True,True,True,True,False,False,1,2,1,2,0
114,5,2.0,2,80.0,50.0,300.0,20.0,1,1.180850764261037,95.0,False,52.53054850965057,13.407016713355516,2,False,False,True,True,True,True,True,True,False,False,1,2,1,2,0
115,2,1.0,1,42.0,10.0,0.0,0.0,1,1.1289113050692756,10.0,False,52.52885628704049,13.396841414864655,1,False,False,False,True,True,True,True,True,False,True,1,1,0,1,0
116,3,1.0,2,96.0,100.0,500.0,30.0,2,1.2450736800157534,40.0,False,52.51100177386567,13.415950719937944,60,False,False,True,True,True,True,True,True,False,False,1,1,1,0,0
117,3,1.0,2,75.0,30.0,0.0,15.0,2,1.3511904982446847,56.0,False,52.510727746574794,13.417906085619386,60,False,False,True,True,True,True,True,True,False,False,1,1,1,2,0
118,5,1.0,2,96.0,100.0,500.0,30.0,2,1.4024277613861311,40.0,False,52.50939926752596,13.416228803622197,60,False,False,True,True,True,False,True,True,False,False,1,1,1,0,0
119,3,1.0,2,76.0,30.0,0.0,15.0,2,1.4114146224270667,69.72143081848834,False,52.509054855173844,13.41556268538749,60,False,False,True,True,True,True,True,True,False,False,1,1,1,2,0
120,2,1.0,1,46.0,35.0,200.0,10.0,1,5.249736666339041,15.0,False,52.49137801093193,13.343314916960828,60,False,False,True,False,True,True,True,True,False,False,1,5,1,0,0
121,6,2.0,3,296.0,98.0,500.0,69.0,4,2.0212567931368413,200.0,False,52.503631482561595,13.39201042090914,1,False,False,True,True,True,True,True,True,False,False,1,0,1,0,0
122,6,2.0,2,244.0,98.0,500.0,69.0,4,2.2642261781586077,200.0,False,52.50147591952889,13.39110689609045,1,False,False,True,True,True,True,True,True,False,False,1,0,1,0,0
123,2,2.0,3,20.0,20.0,0.0,10.0,1,6.848839959165903,12.0,False,52.572028355937405,13.350790857027247,1,True,False,False,True,True,True,True,True,True,False,1,9,0,1,0
124,2,1.0,1,50.0,30.0,350.0,5.0,2,3.8616253170308257,56.05457649096548,False,52.493002682753314,13.440889696658786,3,False,False,True,True,True,True,False,True,True,False,1,0,1,2,0
125,3,1.0,1,59.0,30.0,250.0,19.0,2,6.972281293849959,48.0,False,52.478938320034,13.327157621807752,2,False,False,True,True,True,True,True,True,False,False,1,4,1,0,0
126,3,1.0,1,75.0,40.0,300.0,25.0,1,3.844186841776061,53.0,False,52.48865416928278,13.428955718077145,2,False,False,False,True,True,True,True,True,False,False,1,3,1,0,0
127,12,1.5,3,170.0,140.0,200.0,20.0,4,5.4250116083728255,800.0,True,52.568681282401506,13.399690953780912,2,False,False,True,True,True,True,True,True,False,False,1,2,1,2,0
128,1,1.0,1,39.0,30.0,100.0,0.0,1,7.3197785074022335,30.0,False,52.50064756935614,13.301619399504919,60,False,False,True,True,True,True,True,True,False,False,1,4,1,0,0
129,1,1.0,1,39.0,0.0,0.0,0.0,1,3.325115767129069,43.402015566217315,True,52.49172695564685,13.421000419836648,2,False,False,False,True,False,False,True,True,False,False,4,0,0,2,0
130,2,1.0,1,64.0,25.0,100.0,10.0,1,1.310931792660738,35.0,True,52.52735491907917,13.38985627131661,1,True,False,True,True,True,False,True,True,False,False,1,1,1,0,0
131,3,1.0,1,35.0,15.0,100.0,5.0,1,4.218017358648285,50.99212935886445,False,52.55762500687087,13.412937659067975,15,False,False,False,True,True,True,True,True,True,False,1,2,0,2,0
132,5,1.0,1,100.0,50.0,200.0,15.0,3,7.237614331925852,84.16179592860523,True,52.50102762775477,13.302697494915234,2,True,False,True,True,True,True,True,True,True,False,1,4,1,1,0
133,6,2.5,4,375.0,100.0,1000.0,50.0,6,2.7823142830635006,190.0,True,52.54362828315854,13.418535807902384,2,False,False,True,True,True,True,True,True,False,False,2,2,1,0,0
134,1,1.5,1,29.0,20.0,0.0,0.0,1,4.554349609631308,150.0,False,52.48350793185751,13.435552522915616,7,False,False,True,True,True,False,False,True,False,False,3,3,0,2,0
135,2,1.0,1,32.0,0.0,960.0,0.0,2,4.8611318272069,46.29098595185951,False,52.49283185683648,13.348729563560164,62,False,False,True,True,True,True,True,True,False,False,1,5,1,0,0
136,4,1.0,1,45.0,30.0,100.0,25.0,1,22.77299597401891,63.0,False,52.38057986494855,13.651156835202947,2,False,False,True,True,True,True,False,True,False,False,3,7,1,0,0
137,10,1.5,2,120.0,50.0,200.0,25.0,2,22.906944081333734,111.07057285443209,False,52.37886768122416,13.651231409727053,3,True,False,True,True,True,True,True,True,False,False,3,7,1,0,0
138,1,1.0,1,25.0,0.0,0.0,0.0,1,4.954594720559653,38.9249490239292,True,52.5633446672036,13.388021573580911,2,True,False,False,True,False,False,True,True,False,False,1,1,0,0,0
139,2,1.0,1,59.0,35.0,300.0,15.0,1,11.286904301564961,64.32098834910235,True,52.44409410904785,13.294342076502476,3,True,False,True,True,True,False,True,True,False,False,1,8,1,0,0
140,5,1.0,1,86.0,50.0,1800.0,20.0,1,11.381856014688275,89.13635650804055,False,52.575025646606406,13.263064943953482,1,True,False,False,False,True,False,False,True,False,False,4,9,1,1,0
141,3,1.0,1,45.0,40.0,200.0,5.0,1,1.3389428836453297,67.0,False,52.53049238521453,13.414710578048757,28,False,False,False,True,True,True,False,True,False,False,1,2,1,0,0
142,4,1.0,2,100.0,40.0,150.0,15.0,2,3.9690064728671737,90.0,False,52.538143284261295,13.455527819831655,3,False,False,True,True,True,True,True,True,False,False,2,2,1,0,0
143,4,1.0,0,50.0,0.0,0.0,10.0,2,9.54371748543682,60.0,False,52.44148568338186,13.46192775672965,2,False,False,True,True,True,False,True,True,False,False,0,3,1,0,0
144,2,1.0,1,49.0,10.0,250.0,25.0,1,0.9295823963832668,49.0,True,52.51178126319939,13.407514094169713,1,False,False,True,True,True,True,False,True,False,False,1,1,0,2,0
145,5,1.0,2,55.0,75.0,800.0,5.0,3,5.93824086375224,538.0,False,52.57240900194288,13.421871279754898,120,False,False,True,True,True,True,True,True,False,False,1,2,1,0,0
146,4,1.0,0,79.0,35.0,0.0,5.0,2,1.3125274101171394,90.0,True,52.52940390732017,13.39327420282074,2,True,False,True,True,True,True,True,True,False,False,1,1,1,0,0
147,4,1.0,1,75.0,35.0,0.0,5.0,2,1.3938024051869788,40.0,True,52.52957871113232,13.391711340752158,2,True,False,True,True,True,True,True,True,False,False,1,1,1,0,0
148,2,1.0,1,49.0,0.0,0.0,10.0,1,3.1274227890799016,53.24975195609296,True,52.4936479305933,13.421148882821429,2,False,False,False,True,False,False,True,True,False,False,4,0,0,2,0
149,2,1.0,1,38.0,0.0,0.0,18.0,1,1.380203783078602,215.0,False,52.52761930911125,13.388895101155162,3,True,False,False,True,False,True,True,True,False,False,1,1,0,0,0
